elevation, aspect, slope, horizontal_distance_to_hydrology,vertical_distance_to_hydrology, Horizontal_Distance_To_Roadways, Hillshade_Noon, Hillshade_3pm, Horizontal_Distance_To_Fire_Points,Wilderness_Area,Soil_Type,Cover_Type
2878,35,16,474,74,1984,204,118,1304,3,11,2
3077,67,4,256,14,582,232,144,1531,3,23,2
2848,138,14,95,16,1022,234,120,1766,3,10,2
2924,240,8,60,9,2117,247,179,1645,3,23,2
2882,1,19,0,0,1101,201,146,741,3,31,2
2702,178,6,342,14,576,244,155,895,3,34,2
2791,3,16,30,0,1338,209,147,2534,3,33,2
2871,217,16,390,71,2368,253,184,1972,3,26,2
3034,211,4,497,124,2081,244,164,2577,3,32,2
3014,38,10,124,15,2932,217,131,1571,3,32,2
3190,199,11,277,-16,742,250,167,2203,3,23,2
2929,353,12,242,55,930,218,157,1939,3,31,2
3130,198,10,400,55,1154,249,166,2751,3,33,2
2941,209,10,741,93,2777,249,171,1698,3,26,2
3063,56,5,255,23,3250,228,140,872,3,32,2
2798,125,30,108,57,2232,205,56,474,3,13,2
2869,18,6,108,24,722,227,149,365,3,31,2
2646,78,17,30,6,1288,206,91,1082,3,13,2
3013,203,16,108,-7,2018,253,173,306,3,32,2
2952,74,20,124,20,1963,198,81,2938,3,33,2
2702,231,15,30,0,1650,252,192,1243,3,4,2
3184,217,12,256,43,2524,251,178,1001,3,32,2
2979,331,30,192,50,1888,189,183,1673,3,33,2
2900,218,18,210,54,1814,254,188,1019,3,13,2
2874,27,13,384,47,1710,212,132,2863,3,26,2
2815,122,17,492,43,2012,224,99,1931,3,13,2
2893,59,27,366,111,1271,175,62,2100,3,33,2
2750,320,22,120,35,1129,214,192,2372,3,33,2
3027,7,22,270,168,698,191,134,3114,3,24,2
2729,147,8,201,33,1107,239,140,892,3,31,2
2632,88,15,60,-7,1961,214,99,949,3,10,2
2983,206,30,192,83,1978,251,180,2079,3,33,2
2841,66,14,127,18,391,211,107,351,3,32,2
2958,68,15,421,77,1864,209,102,3144,3,33,2
3406,297,15,1006,277,4103,234,196,2522,3,27,2
2700,156,17,270,50,900,239,125,1409,3,4,2
3161,305,4,570,77,285,237,167,2322,3,23,2
2983,144,4,339,59,1744,239,148,2658,3,32,2
2674,51,13,255,66,443,211,117,201,3,10,2
3198,118,15,816,31,3107,226,106,2812,3,32,2
3024,192,8,361,58,2435,247,161,1149,3,32,2
2792,220,12,180,43,1926,252,181,1032,3,33,2
2720,104,20,192,12,2873,210,80,1253,3,10,2
2998,24,14,1140,232,2728,209,132,953,3,31,2
2878,239,11,537,238,1084,250,187,1917,3,23,2
3012,282,18,67,17,541,238,210,1008,3,32,2
2947,333,13,60,19,1099,223,172,2220,3,32,2
2727,56,10,376,43,408,218,124,1101,3,11,2
2793,141,22,350,156,1493,228,99,1198,3,13,2
2758,81,26,67,18,2420,183,52,793,3,10,2
2598,37,15,60,11,2065,206,119,1518,3,10,2
2959,344,8,30,4,967,228,162,67,3,32,2
2914,208,32,170,80,807,249,185,484,3,13,2
2890,294,14,301,46,2197,236,195,1231,3,31,2
3090,195,3,391,-30,2207,241,159,1718,3,32,2
2724,277,40,180,86,1565,212,248,1273,3,13,2
2901,293,12,247,-5,2125,237,191,1209,3,31,2
2789,345,13,360,1,859,220,163,930,3,11,2
2992,128,9,379,52,1702,235,131,854,3,32,2
2894,357,24,127,35,792,188,145,1366,3,24,2
3116,329,6,0,0,1897,233,165,2422,3,19,2
3250,252,9,454,115,480,247,185,2525,3,13,2
2912,35,18,182,31,1992,199,113,1981,3,33,2
2956,220,16,150,25,1889,253,186,1398,3,32,2
2955,242,34,607,18,3763,244,229,1338,3,13,2
2916,96,15,127,27,1710,217,100,2042,3,31,2
3084,194,23,725,268,1566,251,164,492,3,13,2
2903,331,24,531,82,1253,203,181,987,3,33,2
3052,180,8,0,0,2738,245,156,1250,3,23,2
2810,224,25,277,178,808,254,202,1676,3,33,2
2784,35,19,85,23,1561,195,109,2489,3,10,2
3078,352,5,495,79,2940,231,158,1702,3,32,2
2840,90,29,319,171,1624,180,38,1570,3,13,2
3026,248,27,190,110,2839,248,224,2218,3,33,2
3227,153,8,324,25,2639,241,143,1224,3,31,2
2671,23,14,446,74,666,209,131,300,3,10,2
3034,24,13,85,7,2880,212,134,1170,3,31,2
3157,201,8,510,71,182,247,165,2748,3,23,2
2583,93,5,170,15,1140,232,138,1679,3,3,2
3224,239,17,888,-45,4049,252,201,1172,3,33,2
2976,309,14,153,47,2250,230,188,2312,3,33,2
3023,71,11,247,1,1113,219,118,685,3,32,2
2928,206,24,182,99,2457,253,180,2064,3,13,2
2660,122,15,30,5,1631,227,109,1392,3,13,2
2923,97,20,170,45,1532,207,80,2700,3,33,2
2883,43,19,85,35,569,194,102,170,3,31,2
2614,78,14,212,46,1106,213,104,1332,3,11,2
3002,25,4,270,68,2337,231,150,2443,3,32,2
2999,230,8,418,43,1376,248,177,1477,3,31,2
3026,217,18,150,14,2227,254,187,1804,3,23,2
3058,245,10,108,22,3017,248,185,760,3,23,2
3123,41,14,379,48,1317,208,119,2960,3,33,2
2938,101,8,67,6,1974,229,126,2676,3,32,2
2869,214,16,242,70,1519,253,182,1974,3,13,2
2544,34,18,42,13,750,199,114,997,3,11,2
2936,81,12,201,47,1710,218,110,1953,3,31,2
2725,10,18,30,2,1099,201,137,684,3,33,2
2809,79,12,277,54,1294,218,112,824,3,28,2
2952,48,21,42,4,420,189,91,1621,3,33,2
3045,115,8,30,-3,537,233,130,571,3,23,2
2631,48,22,42,13,2042,188,89,912,3,10,2
2580,352,5,134,2,874,231,158,1451,3,11,2
2765,275,28,618,385,700,233,232,2075,3,33,2
2951,252,12,659,240,484,248,192,1655,3,4,2
3235,277,26,924,314,3416,234,228,2470,3,27,2
2608,21,15,384,4,1836,206,131,2115,3,11,2
2878,271,11,85,5,1195,244,192,2155,3,34,2
3148,68,21,433,44,1044,193,78,2524,3,31,2
2698,20,21,300,29,1282,191,120,2702,3,10,2
3252,286,23,418,158,1872,232,219,1974,3,32,2
2780,144,20,0,0,702,232,107,899,3,33,2
2741,36,15,150,10,1423,205,119,566,3,31,2
2742,167,19,134,37,1537,243,134,2397,3,10,2
2780,210,27,42,17,3088,253,186,1410,3,4,2
2520,206,30,150,90,150,251,181,828,3,3,2
2902,335,26,90,15,1797,194,176,2676,3,33,2
3081,344,11,170,-5,3022,223,164,1506,3,23,2
2949,271,14,108,19,2614,244,200,503,3,33,2
2950,265,3,85,2,2053,240,166,351,3,32,2
2943,53,19,752,86,2312,197,96,1243,3,24,2
2665,20,13,240,23,270,212,136,541,3,11,2
3057,328,4,134,12,1418,234,164,765,3,32,2
2715,215,33,42,23,2072,249,196,934,3,13,2
3216,169,4,700,32,1177,241,154,2167,3,32,2
3069,18,6,218,14,2830,227,149,1616,3,32,2
3122,347,4,283,14,2324,232,159,2345,3,32,2
2781,62,11,277,51,2581,216,118,2058,3,32,2
3020,294,11,552,-100,1867,237,189,2258,3,31,2
2666,180,13,67,0,3502,248,153,2047,3,26,2
3217,311,5,330,33,430,236,168,1440,3,32,2
2938,339,4,67,7,1860,234,161,816,3,23,2
3078,10,18,930,209,2635,202,138,1714,3,24,2
3291,203,10,540,77,764,249,168,2666,3,32,2
3035,140,18,404,87,570,232,110,1704,3,33,2
3269,252,11,677,0,3869,248,191,1172,3,33,2
3042,23,17,242,51,90,202,127,1290,3,32,2
2762,170,20,335,93,1974,244,135,2156,3,10,2
2972,171,6,256,31,1725,243,153,2389,3,32,2
2793,62,31,420,158,872,162,44,830,3,33,2
2968,313,16,108,29,2280,226,191,2269,3,33,2
2866,174,25,485,200,2230,243,134,1972,3,10,2
3288,253,22,992,289,3419,248,218,2681,3,27,2
2675,209,23,300,77,2288,254,183,1860,3,4,2
3142,343,18,330,82,1388,211,166,2349,3,32,2
2587,20,5,421,89,1230,229,150,1616,3,11,2
2957,8,29,150,98,541,170,121,3060,3,24,2
3036,78,20,474,97,1436,200,81,2294,3,33,2
3036,80,9,591,213,295,223,122,860,3,33,2
2811,30,8,277,45,2173,223,140,649,3,10,2
2737,48,27,450,184,940,169,69,1969,3,13,2
3008,152,15,67,17,2767,239,128,1584,3,32,2
3083,276,10,67,9,2372,242,187,2081,3,32,2
2553,64,21,295,21,1006,192,81,1026,3,10,2
2998,18,18,658,24,2440,198,128,2230,3,24,2
3210,196,8,175,3,866,247,163,2320,3,23,2
2709,335,23,313,42,787,203,175,1800,3,10,2
2792,3,5,30,-3,2402,231,155,1242,3,23,2
3179,209,11,150,16,2793,250,172,1114,3,32,2
2992,247,23,618,343,1867,250,218,1717,3,33,2
2952,298,11,295,37,2898,236,188,1559,3,31,2
2909,24,21,443,96,2713,191,116,1606,3,33,2
2791,168,22,67,19,789,242,131,3014,3,11,2
2992,232,14,60,15,2084,252,191,474,3,13,2
2889,225,13,313,123,2012,252,185,1650,3,13,2
2953,214,16,192,64,525,253,182,1515,3,32,2
2525,356,22,379,130,900,194,149,1579,3,33,2
2886,29,12,543,135,1027,213,132,2724,3,33,2
3063,184,20,875,68,3072,249,153,2353,3,33,2
3105,211,10,470,-12,2431,250,173,1616,3,13,2
2457,275,17,234,64,391,242,208,1342,3,11,2
2941,211,29,277,103,937,252,188,306,3,13,2
3330,245,20,1090,331,3546,251,211,2674,3,27,2
2917,90,0,30,-1,2287,237,155,1908,3,33,2
2908,260,36,382,218,2089,231,244,1261,3,13,2
3094,278,10,480,40,2509,242,189,2063,3,32,2
3089,185,9,376,66,2103,246,158,1677,3,32,2
3016,231,30,558,307,2391,250,215,1253,3,13,2
2998,321,9,376,13,1920,231,175,1087,3,32,2
3155,176,17,1050,103,3143,247,146,2532,3,33,2
3124,207,25,872,33,4265,253,182,1142,3,33,2
2821,141,13,391,85,1275,236,124,553,3,34,2
2988,102,13,361,49,1664,223,110,2439,3,23,2
3154,132,14,120,12,3337,232,118,649,3,22,2
2822,44,17,85,19,2079,200,108,1489,3,33,2
2655,41,16,277,0,1706,204,115,1697,3,10,2
2881,70,30,216,91,2310,167,41,1873,3,13,2
2886,193,18,360,40,1631,251,164,849,3,13,2
2558,30,23,134,81,912,184,104,1410,3,10,2
2794,128,8,242,23,930,235,133,2526,3,11,2
2727,23,14,240,89,1040,209,132,1980,3,31,2
2786,131,16,277,83,2274,230,109,595,3,10,2
2692,107,11,42,-4,1650,226,116,1460,3,11,2
3014,47,9,127,10,2112,221,132,1543,3,31,2
2793,161,27,342,170,1740,234,111,1374,3,4,2
3196,299,10,577,21,721,237,184,967,3,32,2
3204,182,18,301,113,3688,249,152,509,3,33,2
2919,112,4,319,28,1639,235,142,1248,3,32,2
2969,125,15,201,51,2430,228,110,1800,3,32,2
2997,46,24,150,49,371,180,83,1570,3,33,2
2881,201,30,335,-55,3313,250,173,1477,3,13,2
3164,239,8,242,29,256,247,180,2817,3,31,2
2703,175,13,450,-32,514,246,149,760,3,3,2
2766,70,28,120,48,973,173,49,1342,3,23,2
2916,194,26,379,141,2096,250,163,1966,3,13,2
2806,32,29,212,78,993,163,83,2100,3,24,2
2860,52,20,42,15,604,194,94,124,3,31,2
2756,308,14,60,5,2164,230,189,604,3,31,2
3164,230,12,618,79,285,251,185,2787,3,31,2
2756,92,16,60,-9,2306,213,93,547,3,10,2
3071,230,18,192,34,3074,253,197,666,3,13,2
2966,18,15,882,168,3034,208,134,949,3,10,2
2592,34,13,30,5,2047,212,128,1492,3,17,2
2627,220,27,120,-68,722,253,199,849,3,3,2
3265,330,17,566,168,3337,217,178,3446,3,40,2
2564,81,28,361,161,859,177,43,899,3,10,2
2991,322,17,511,222,671,221,185,1341,3,33,2
2964,306,21,85,25,1463,223,203,2200,3,33,2
2865,10,22,659,297,1328,191,131,858,3,33,2
3080,311,13,591,63,1590,230,187,792,3,31,2
3104,147,25,930,81,3053,228,98,2506,3,33,2
3081,158,9,216,33,1855,242,143,582,3,32,2
2872,90,16,361,110,1655,213,96,1772,3,33,2
2756,65,5,90,10,391,230,140,2644,3,31,2
3133,81,17,420,110,2927,208,92,1190,3,33,2
2905,102,14,524,107,2971,221,105,424,3,10,2
3153,222,11,365,51,175,251,180,3008,3,23,2
2935,197,9,454,50,2670,248,164,2166,3,26,2
2838,70,24,30,18,967,186,67,335,3,32,2
2910,113,13,175,17,430,227,113,384,3,22,2
2907,68,16,295,94,3207,206,99,2145,3,33,2
3385,264,27,1230,306,3798,241,230,2594,3,27,2
3181,128,14,339,65,1296,231,115,1765,3,13,2
2819,286,12,525,87,108,239,194,1801,3,10,2
2821,144,11,90,7,2060,238,132,2306,3,26,2
3092,116,12,390,59,180,228,116,1276,3,32,2
2784,216,33,255,146,1710,249,197,1261,3,4,2
3162,141,16,700,-44,684,234,118,1958,3,33,2
2901,97,6,85,7,1733,231,135,876,3,32,2
2931,298,16,212,39,2066,233,198,1514,3,31,2
2639,84,10,256,62,1211,224,121,1438,3,11,2
2959,73,15,808,164,2802,210,102,1537,3,10,2
2907,93,9,573,270,797,227,125,566,3,13,2
2960,310,16,218,53,1677,228,191,1328,3,31,2
2663,115,11,120,13,1329,229,119,1651,3,11,2
2756,45,11,30,9,3065,217,127,816,3,24,2
3063,53,19,480,76,2161,197,96,1693,3,31,2
2788,344,7,552,86,2910,229,162,1452,3,32,2
2777,209,32,190,99,2598,249,185,926,3,4,2
3093,6,11,437,60,306,219,149,1233,3,32,2
3034,85,3,488,124,1983,234,147,2479,3,32,2
2888,60,9,485,137,1273,221,126,1445,3,32,2
2863,115,29,95,56,1682,197,48,1182,3,33,2
3247,315,11,679,112,376,231,181,2134,3,33,2
2841,13,10,361,81,2481,219,145,1706,3,24,2
3284,115,4,589,193,3777,236,144,488,3,34,2
2833,101,8,256,52,1503,229,126,1343,3,11,2
3145,223,12,420,61,212,251,183,2177,3,23,2
2984,34,10,417,10,2348,218,134,2431,3,31,2
3045,19,21,977,176,2580,189,120,1353,3,24,2
3059,318,19,408,-61,1999,220,191,2308,3,32,2
2830,41,19,85,15,1129,196,105,459,3,32,2
3099,144,6,134,-19,1811,239,143,2185,3,23,2
3045,16,12,150,20,2820,215,141,1177,3,31,2
3216,139,10,792,83,3181,237,131,2728,3,32,2
3113,262,7,404,47,2397,244,180,2462,3,32,2
2840,347,24,108,30,1040,195,160,1909,3,24,2
2821,54,31,450,57,1082,160,51,2046,3,13,2
2818,351,22,30,5,953,197,156,1473,3,24,2
2781,328,12,150,30,1591,226,175,2188,3,31,2
2950,203,21,424,187,2940,253,176,1358,3,4,2
2731,36,14,30,6,1269,208,123,2535,3,11,2
3060,30,12,1237,262,2988,214,132,1100,3,32,2
2914,119,11,446,23,1621,230,120,1127,3,32,2
3119,323,5,331,38,1090,235,166,2669,3,31,2
3028,112,7,120,12,918,233,133,1598,3,22,2
3022,24,18,924,153,2520,197,121,1320,3,24,2
3059,189,14,612,42,1465,250,160,799,3,23,2
2914,68,17,331,101,3250,205,96,2252,3,32,2
2773,157,15,384,93,1950,241,132,2125,3,10,2
3148,224,13,150,18,2533,252,185,495,3,31,2
2728,327,16,120,37,1812,220,180,997,3,33,2
3032,187,21,789,84,3048,250,157,2230,3,33,2
2924,88,7,700,285,711,229,131,433,3,32,2
2877,69,14,30,-3,532,212,107,277,3,33,2
2680,59,11,95,2,1464,218,121,591,3,31,2
2719,14,15,0,0,1379,209,138,2002,3,33,2
2823,74,20,60,26,1952,197,80,1358,3,33,2
3027,186,18,794,84,3034,250,156,2106,3,33,2
2828,337,7,300,44,1746,230,165,1390,3,11,2
2731,28,20,30,5,1350,192,113,1634,3,31,2
2844,171,8,175,16,2131,244,151,2281,3,26,2
3154,11,20,955,101,2837,195,132,2317,3,24,2
2940,217,33,108,-10,3119,249,199,1084,3,13,2
2822,148,12,192,25,2046,239,132,2135,3,26,2
2956,123,16,297,67,1590,226,104,1905,3,31,2
3056,317,11,601,39,1400,231,179,853,3,23,2
2706,163,18,170,37,1900,242,132,2312,3,10,2
2856,207,29,277,-27,3188,252,183,1517,3,13,2
3229,182,21,365,138,3678,248,150,404,3,34,2
2936,18,14,510,67,2249,209,135,1884,3,24,2
2948,54,10,666,189,1500,218,124,1842,3,32,2
2929,186,16,153,57,3407,250,157,2188,3,4,2
2992,262,13,212,88,2410,246,196,1513,3,33,2
2842,341,24,379,80,1323,198,169,1177,3,33,2
2839,36,9,85,4,540,221,136,430,3,31,2
2951,30,20,706,176,1237,193,112,2554,3,33,2
2563,277,31,295,102,849,228,236,1657,3,28,2
2623,212,32,60,-13,566,250,191,825,3,3,2
2955,245,12,170,23,2489,249,190,771,3,22,2
2614,12,19,108,12,2258,199,134,1385,3,10,2
3207,119,12,170,31,3837,229,117,1860,3,32,2
2786,304,22,277,28,2058,222,207,488,3,33,2
2945,138,24,228,111,886,224,90,1172,3,33,2
2925,139,24,953,147,2475,223,89,1445,3,13,2
2846,127,9,240,18,2200,234,129,2197,3,26,2
2896,1,14,218,-20,1530,212,150,2296,3,13,2
3158,322,15,162,45,1995,223,183,2079,3,33,2
3161,338,22,371,85,1110,204,172,1723,3,33,2
2794,236,29,295,151,1620,250,218,1320,3,4,2
2813,208,24,162,89,2779,254,183,1101,3,4,2
2846,73,9,351,35,1600,223,124,2962,3,23,2
3117,184,18,212,46,175,249,155,908,3,32,2
3242,93,9,513,35,1291,226,123,2555,3,33,2
2744,130,20,0,0,2337,224,95,458,3,13,2
2842,68,23,124,74,1922,189,72,1560,3,13,2
3234,38,14,626,158,1224,209,122,1954,3,33,2
3094,62,15,553,35,660,209,106,1101,3,32,2
3120,23,16,60,5,3037,203,128,949,3,32,2
3026,317,34,543,95,2084,187,204,1226,3,33,2
2716,256,21,30,4,1158,248,217,1395,3,13,2
3041,129,16,150,30,3064,229,109,2058,3,33,2
2710,16,17,335,106,1566,202,132,2601,3,10,2
2910,206,12,616,68,2607,251,172,1813,3,26,2
2875,130,13,390,92,837,233,120,2835,3,11,2
2863,107,13,67,15,1362,224,110,2385,3,31,2
3031,163,19,201,8,2292,241,129,3278,3,26,2
2882,346,13,134,-10,361,219,162,514,3,31,2
3013,84,14,331,-8,1167,216,105,624,3,32,2
2908,108,12,170,35,1566,225,112,2743,3,33,2
3053,57,15,600,108,1565,208,109,3085,3,33,2
2946,41,9,201,15,1956,221,134,886,3,31,2
3094,26,10,210,17,1173,218,138,1537,3,33,2
2857,65,32,134,75,2147,160,38,1894,3,13,2
2672,135,1,0,0,1643,238,154,1195,3,23,2
2988,114,15,351,102,2321,224,106,1854,3,24,2
2850,60,8,564,24,810,223,131,1470,3,11,2
3271,151,15,408,52,1209,239,127,2524,3,23,2
2980,305,19,391,54,1964,225,201,1355,3,33,2
3077,229,13,180,48,1681,252,188,134,3,32,2
2617,23,16,234,73,2021,203,128,2241,3,11,2
2961,305,10,351,46,2934,235,181,1583,3,31,2
2845,51,16,433,57,1080,204,107,1501,3,11,2
2726,112,31,85,29,1231,189,37,1253,3,13,2
3080,136,19,120,-25,2501,228,102,1852,3,32,2
3180,223,19,977,-89,4172,254,194,1290,3,33,2
3032,298,5,212,6,1950,238,170,1651,3,31,2
2744,287,13,0,0,1036,239,197,1544,3,13,2
3266,178,16,703,89,2343,248,149,1798,3,33,2
2974,356,19,256,123,642,202,151,1471,3,24,2
2859,3,17,153,62,1507,206,146,2495,3,33,2
3035,1,19,920,166,2552,200,145,1441,3,24,2
2947,157,22,395,109,742,237,117,2039,3,33,2
2934,268,13,216,66,1114,245,197,865,3,32,2
2766,234,27,360,71,1298,252,214,1396,3,28,2
2893,305,17,150,29,1999,229,197,972,3,33,2
2875,73,25,212,93,1471,183,58,2028,3,13,2
2914,270,8,313,50,2079,243,182,810,3,31,2
3195,216,16,720,86,437,254,183,2897,3,32,2
2772,97,13,108,13,2800,220,106,277,3,10,2
3143,359,21,480,83,1383,195,146,2255,3,32,2
2928,228,13,242,82,2064,251,186,1182,3,13,2
2677,338,38,127,59,1542,160,167,1110,3,33,2
3071,343,19,402,69,3531,207,166,1939,3,39,2
2780,325,21,120,28,1296,213,186,2225,3,33,2
2748,58,12,474,64,418,214,117,1115,3,11,2
2830,72,16,42,9,570,207,97,532,3,23,2
2825,231,15,175,44,2039,252,192,1805,3,13,2
3183,209,6,306,-23,713,246,167,2173,3,23,2
2590,16,23,60,17,698,187,121,1590,3,33,2
3045,347,13,255,12,571,218,162,792,3,32,2
2996,338,16,324,86,1651,216,170,2501,3,32,2
3282,319,15,685,147,579,225,185,2262,3,32,2
2979,351,18,339,60,708,206,157,1692,3,24,2
3125,143,21,30,-2,1216,230,102,888,3,22,2
2636,103,20,42,7,1622,211,81,67,3,10,2
2648,32,9,153,14,212,221,138,503,3,11,2
2665,78,16,67,16,1849,209,95,270,3,10,2
2831,162,8,216,59,1830,242,146,2165,3,13,2
3143,280,13,390,49,2329,241,196,931,3,32,2
2938,298,14,153,23,2904,234,194,1410,3,31,2
2929,246,20,30,8,2623,251,210,2343,3,33,2
3072,117,16,120,18,671,223,101,871,3,24,2
2914,298,8,108,17,2160,237,180,1518,3,31,2
2881,202,19,450,124,1406,253,174,1566,3,33,2
2936,28,20,430,123,2808,193,115,1632,3,33,2
2895,198,11,242,99,1236,250,166,2778,3,11,2
3128,315,24,603,87,1214,212,200,1003,3,33,2
2918,34,7,537,173,1061,225,142,1390,3,32,2
3138,113,18,324,84,503,218,92,671,3,32,2
3030,27,8,192,19,2042,223,142,789,3,31,2
2935,301,3,85,-1,1440,238,165,335,3,23,2
3129,172,21,1050,98,3199,244,137,2387,3,33,2
2944,238,14,60,13,1816,251,192,1395,3,32,2
3059,6,19,170,19,1317,201,141,1440,3,31,2
3219,167,13,212,52,3092,245,143,1082,3,32,2
2758,117,30,30,14,2315,197,46,484,3,13,2
2823,311,17,60,14,2496,226,193,1421,3,31,2
3190,258,12,573,88,860,247,193,830,3,23,2
3179,198,10,60,12,3148,249,166,1173,3,32,2
2585,104,13,90,17,1040,223,110,1234,3,11,2
3178,186,12,816,-40,870,248,158,2047,3,33,2
3120,0,7,324,0,2349,227,155,2416,3,32,2
2626,20,10,0,0,955,220,142,1604,3,33,2
2897,47,18,0,0,1025,199,104,725,3,31,2
2862,27,15,201,28,418,207,128,633,3,31,2
3257,31,3,361,46,1100,233,151,2437,3,32,2
3020,230,18,67,0,1597,254,197,480,3,31,2
2914,47,17,458,132,1276,201,106,2190,3,33,2
2984,179,21,1031,189,2701,247,146,1201,3,13,2
2852,117,19,514,81,960,218,88,2568,3,11,2
3172,191,20,999,81,4189,251,161,1176,3,33,2
3190,232,11,351,49,2567,250,184,908,3,24,2
2885,28,9,351,87,3363,220,138,624,3,32,2
2979,137,17,799,184,2821,231,110,1121,3,34,2
3001,115,9,300,63,2341,232,127,2496,3,32,2
3229,288,2,366,-4,277,239,164,1328,3,32,2
2607,343,11,272,55,1215,224,164,1318,3,11,2
3084,126,17,247,61,2726,226,102,1368,3,33,2
2592,347,20,180,40,1091,204,162,1191,3,11,2
3062,253,6,67,8,2787,244,175,1714,3,20,2
2845,35,20,216,53,914,191,106,2072,3,24,2
3060,188,24,591,244,1530,249,156,384,3,13,2
2952,180,10,150,44,1318,247,155,631,3,33,2
2841,184,7,0,0,2101,245,157,2467,3,17,2
2832,2,24,175,27,2766,187,139,1873,3,33,2
2891,162,12,300,108,1001,243,141,2980,3,11,2
3325,196,13,768,123,2613,250,166,1517,3,38,2
2575,35,11,120,5,2810,215,130,2534,3,11,2
3036,349,21,400,177,1032,199,159,3382,3,24,2
2783,84,29,150,62,2362,177,40,708,3,10,2
2735,165,33,90,37,1422,228,103,1664,3,13,2
3089,356,23,757,45,2702,191,148,2400,3,24,2
3207,233,10,390,80,912,249,182,616,3,32,2
2789,39,15,636,100,391,206,118,1077,3,11,2
3048,233,20,469,82,1273,253,203,648,3,13,2
2705,248,32,150,94,1550,244,232,1237,3,4,2
2947,223,9,390,83,1749,249,176,1142,3,31,2
2755,43,12,180,30,1116,213,123,2402,3,11,2
3064,164,12,67,12,513,243,141,765,3,23,2
2760,169,29,285,140,1800,237,120,1326,3,4,2
2935,7,11,700,137,3134,217,148,794,3,10,2
3097,155,28,1155,195,3180,230,102,1489,3,33,2
3184,234,2,201,41,2886,241,162,1087,3,32,2
2718,56,12,390,-11,2549,215,118,2300,3,10,2
3060,262,18,566,-60,2167,246,211,1595,3,32,2
3032,166,19,297,84,630,243,133,1652,3,33,2
3009,66,11,90,18,175,217,117,1328,3,32,2
2775,211,11,295,49,3926,250,173,1871,3,26,2
3100,98,9,671,25,1279,228,124,2649,3,33,2
2861,349,26,295,8,942,186,156,2040,3,24,2
2737,190,25,376,86,3272,250,159,1705,3,13,2
2560,234,18,30,-26,2429,253,200,2170,3,3,2
3080,57,8,458,24,3005,223,132,1614,3,32,2
2781,241,20,67,25,2103,252,208,870,3,31,2
3060,42,12,120,39,1170,214,126,1103,3,32,2
3005,319,5,170,28,2234,235,167,1031,3,22,2
3058,69,11,633,234,361,219,119,979,3,32,2
3250,174,17,513,134,2768,246,144,3371,3,33,2
2823,300,16,510,91,134,232,198,1816,3,10,2
2607,251,16,309,132,1406,249,202,1415,3,11,2
3019,104,17,558,57,1410,217,94,2203,3,23,2
2815,44,26,67,33,1436,174,79,1879,3,24,2
2882,294,13,300,84,1989,236,194,875,3,31,2
2672,78,20,90,39,1101,200,81,1101,3,13,2
2858,227,24,240,77,1293,254,204,1616,3,4,2
2598,79,21,60,28,2437,196,74,2477,3,11,2
3208,18,6,845,94,3089,227,149,2631,3,32,2
2947,266,21,918,281,2415,244,217,1575,3,13,2
2573,17,6,283,3,2614,226,148,2685,3,11,2
2764,300,32,190,105,2322,209,223,2040,3,13,2
3017,271,10,295,33,3048,243,189,674,3,32,2
2758,40,16,247,43,1134,204,114,2160,3,31,2
3034,197,19,800,64,3032,252,168,2301,3,33,2
2900,299,14,268,41,2155,234,195,1340,3,31,2
3087,308,26,700,312,930,214,209,1550,3,33,2
2827,63,29,67,19,1350,168,50,859,3,33,2
2776,193,20,324,40,1173,252,164,658,3,13,2
2652,259,16,30,3,1584,247,205,1173,3,13,2
2772,261,34,234,123,1670,234,241,1321,3,13,2
2714,107,22,60,17,1188,207,71,1266,3,13,2
3019,158,9,319,94,1337,242,144,1645,3,32,2
2898,212,16,180,52,2106,254,181,1282,3,13,2
2871,21,8,541,92,1218,223,145,2663,3,26,2
2584,30,25,240,66,2310,177,98,577,3,10,2
2742,261,16,242,93,1181,247,206,918,3,24,2
2652,82,22,60,8,1348,194,69,1036,3,13,2
3275,168,22,182,26,3325,242,130,1291,3,32,2
2649,31,16,180,-18,1772,203,120,1591,3,10,2
2876,37,18,433,72,1952,198,111,1343,3,11,2
2785,128,20,0,0,2516,223,94,1006,3,10,2
3002,211,18,67,17,2831,254,181,335,3,33,2
2920,38,8,175,37,1651,222,136,1298,3,31,2
2618,310,24,240,151,834,215,205,1154,3,24,2
3009,348,19,547,88,1423,206,161,331,3,31,2
2823,38,20,256,44,1475,191,103,2656,3,26,2
2608,170,17,342,64,2649,245,140,767,3,3,3
2547,181,10,30,0,2262,247,156,2112,3,3,3
2609,101,35,170,68,1050,172,17,624,3,13,3
2547,77,16,0,0,1448,210,98,1230,3,10,3
2667,182,22,218,82,1842,248,149,2791,3,4,3
2434,166,26,218,64,1172,238,121,1500,3,4,3
2559,125,9,42,5,1756,234,128,1809,3,4,3
2550,194,8,150,3,2151,247,162,1995,3,3,3
2590,82,30,85,31,1368,173,37,323,3,4,3
2619,238,14,162,50,1342,251,194,1398,3,3,3
2695,186,18,210,88,2002,250,157,2640,3,4,3
2796,169,14,120,13,1092,245,144,983,3,3,3
2714,222,11,277,123,2658,251,180,1189,3,3,3
2495,182,32,218,91,1243,240,137,1087,3,4,3
2593,166,6,30,-6,2145,242,151,1426,3,17,3
2537,138,12,162,34,912,236,127,1464,3,4,3
